,dataset,metric,1vsall_affine_relu_partial
0,clean,loss,0.15304867923259735
1,clean,acc,0.8833264708518982
2,clean,ece,0.059818267822265625
3,clean,nll,0.4654013514518738
4,clean,brier,0.18325775861740112
5,gaussian_noise_1,loss,0.15304867923259735
6,gaussian_noise_1,acc,0.7321134805679321
7,gaussian_noise_1,ece,0.043235257267951965
8,gaussian_noise_1,nll,0.9871435761451721
9,gaussian_noise_1,brier,0.38394251465797424
10,gaussian_noise_2,loss,0.15304867923259735
11,gaussian_noise_2,acc,0.5745271444320679
12,gaussian_noise_2,ece,0.08526486158370972
13,gaussian_noise_2,nll,1.600656509399414
14,gaussian_noise_2,brier,0.5973615050315857
15,gaussian_noise_3,loss,0.15304867923259735
16,gaussian_noise_3,acc,0.4172491729259491
17,gaussian_noise_3,ece,0.21891659498214722
18,gaussian_noise_3,nll,2.297328233718872
19,gaussian_noise_3,brier,0.8174930810928345
20,gaussian_noise_4,loss,0.15304867923259735
21,gaussian_noise_4,acc,0.3549547791481018
22,gaussian_noise_4,ece,0.2831007242202759
23,gaussian_noise_4,nll,2.6487717628479004
24,gaussian_noise_4,brier,0.9149152636528015
25,gaussian_noise_5,loss,0.15304867923259735
26,gaussian_noise_5,acc,0.29913651943206787
27,gaussian_noise_5,ece,0.3412529230117798
28,gaussian_noise_5,nll,2.946847438812256
29,gaussian_noise_5,brier,0.9943935871124268
30,shot_noise_1,loss,0.15304867923259735
31,shot_noise_1,acc,0.7954358458518982
32,shot_noise_1,ece,0.04191618412733078
33,shot_noise_1,nll,0.7638503909111023
34,shot_noise_1,brier,0.3005701005458832
35,shot_noise_2,loss,0.15304867923259735
36,shot_noise_2,acc,0.7126850485801697
37,shot_noise_2,ece,0.027824468910694122
38,shot_noise_2,nll,1.0622570514678955
39,shot_noise_2,brier,0.4091145098209381
40,shot_noise_3,loss,0.15304867923259735
41,shot_noise_3,acc,0.5370065569877625
42,shot_noise_3,ece,0.11554437130689621
43,shot_noise_3,nll,1.8182379007339478
44,shot_noise_3,brier,0.6587769389152527
45,shot_noise_4,loss,0.15304867923259735
46,shot_noise_4,acc,0.46546053886413574
47,shot_noise_4,ece,0.1762363165616989
48,shot_noise_4,nll,2.1128299236297607
49,shot_noise_4,brier,0.7543572783470154
50,shot_noise_5,loss,0.15304867923259735
51,shot_noise_5,acc,0.35629111528396606
52,shot_noise_5,ece,0.2755843997001648
53,shot_noise_5,nll,2.6083977222442627
54,shot_noise_5,brier,0.9070931673049927
55,impulse_noise_1,loss,0.15304867923259735
56,impulse_noise_1,acc,0.7926603555679321
57,impulse_noise_1,ece,0.0467953085899353
58,impulse_noise_1,nll,0.7637743949890137
59,impulse_noise_1,brier,0.30310505628585815
60,impulse_noise_2,loss,0.15304867923259735
61,impulse_noise_2,acc,0.6848273277282715
62,impulse_noise_2,ece,0.03187946230173111
63,impulse_noise_2,nll,1.110316276550293
64,impulse_noise_2,brier,0.44119730591773987
65,impulse_noise_3,loss,0.15304867923259735
66,impulse_noise_3,acc,0.5780221819877625
67,impulse_noise_3,ece,0.047902911901474
68,impulse_noise_3,nll,1.4682769775390625
69,impulse_noise_3,brier,0.578607976436615
70,impulse_noise_4,loss,0.15304867923259735
71,impulse_noise_4,acc,0.3708881437778473
72,impulse_noise_4,ece,0.19461947679519653
73,impulse_noise_4,nll,2.2578656673431396
74,impulse_noise_4,brier,0.8358438611030579
75,impulse_noise_5,loss,0.15304867923259735
76,impulse_noise_5,acc,0.23663651943206787
77,impulse_noise_5,ece,0.3195280432701111
78,impulse_noise_5,nll,2.962966203689575
79,impulse_noise_5,brier,1.0064536333084106
80,defocus_blur_1,loss,0.15304867923259735
81,defocus_blur_1,acc,0.8878495097160339
82,defocus_blur_1,ece,0.06002090871334076
83,defocus_blur_1,nll,0.45112302899360657
84,defocus_blur_1,brier,0.1776084005832672
85,defocus_blur_2,loss,0.15304867923259735
86,defocus_blur_2,acc,0.8873355388641357
87,defocus_blur_2,ece,0.059828199446201324
88,defocus_blur_2,nll,0.44591090083122253
89,defocus_blur_2,brier,0.17681655287742615
90,defocus_blur_3,loss,0.15304867923259735
91,defocus_blur_3,acc,0.8775699138641357
92,defocus_blur_3,ece,0.05920184403657913
93,defocus_blur_3,nll,0.4741172790527344
94,defocus_blur_3,brier,0.19004783034324646
95,defocus_blur_4,loss,0.15304867923259735
96,defocus_blur_4,acc,0.8547492027282715
97,defocus_blur_4,ece,0.061106543987989426
98,defocus_blur_4,nll,0.551317572593689
99,defocus_blur_4,brier,0.22127361595630646
100,defocus_blur_5,loss,0.15304867923259735
101,defocus_blur_5,acc,0.7763158082962036
102,defocus_blur_5,ece,0.050172507762908936
103,defocus_blur_5,nll,0.78958660364151
104,defocus_blur_5,brier,0.32001984119415283
105,frosted_glass_blur_1,loss,0.15304867923259735
106,frosted_glass_blur_1,acc,0.5309416055679321
107,frosted_glass_blur_1,ece,0.11412996053695679
108,frosted_glass_blur_1,nll,1.6911472082138062
109,frosted_glass_blur_1,brier,0.6428588628768921
110,frosted_glass_blur_2,loss,0.15304867923259735
111,frosted_glass_blur_2,acc,0.5540707111358643
112,frosted_glass_blur_2,ece,0.09302106499671936
113,frosted_glass_blur_2,nll,1.6135469675064087
114,frosted_glass_blur_2,brier,0.6154491901397705
115,frosted_glass_blur_3,loss,0.15304867923259735
116,frosted_glass_blur_3,acc,0.5981702208518982
117,frosted_glass_blur_3,ece,0.06374287605285645
118,frosted_glass_blur_3,nll,1.4475082159042358
119,frosted_glass_blur_3,brier,0.5580635070800781
120,frosted_glass_blur_4,loss,0.15304867923259735
121,frosted_glass_blur_4,acc,0.42855674028396606
122,frosted_glass_blur_4,ece,0.19474908709526062
123,frosted_glass_blur_4,nll,2.1426162719726562
124,frosted_glass_blur_4,brier,0.7831660509109497
125,frosted_glass_blur_5,loss,0.15304867923259735
126,frosted_glass_blur_5,acc,0.45980674028396606
127,frosted_glass_blur_5,ece,0.16728344559669495
128,frosted_glass_blur_5,nll,1.9743223190307617
129,frosted_glass_blur_5,brier,0.7312313318252563
130,motion_blur_1,loss,0.15304867923259735
131,motion_blur_1,acc,0.8606085777282715
132,motion_blur_1,ece,0.0575973317027092
133,motion_blur_1,nll,0.5252978205680847
134,motion_blur_1,brier,0.20978568494319916
135,motion_blur_2,loss,0.15304867923259735
136,motion_blur_2,acc,0.8284333944320679
137,motion_blur_2,ece,0.05522359907627106
138,motion_blur_2,nll,0.636634349822998
139,motion_blur_2,brier,0.25653961300849915
140,motion_blur_3,loss,0.15304867923259735
141,motion_blur_3,acc,0.7717927694320679
142,motion_blur_3,ece,0.038237206637859344
143,motion_blur_3,nll,0.8077139854431152
144,motion_blur_3,brier,0.3263343274593353
145,motion_blur_4,loss,0.15304867923259735
146,motion_blur_4,acc,0.7771381735801697
147,motion_blur_4,ece,0.04518333077430725
148,motion_blur_4,nll,0.8085801005363464
149,motion_blur_4,brier,0.3254174292087555
150,motion_blur_5,loss,0.15304867923259735
151,motion_blur_5,acc,0.7066200375556946
152,motion_blur_5,ece,0.02414245344698429
153,motion_blur_5,nll,1.0170950889587402
154,motion_blur_5,brier,0.40982767939567566
155,zoom_blur_1,loss,0.15304867923259735
156,zoom_blur_1,acc,0.8528988361358643
157,zoom_blur_1,ece,0.06130244582891464
158,zoom_blur_1,nll,0.5425897240638733
159,zoom_blur_1,brier,0.21821612119674683
160,zoom_blur_2,loss,0.15304867923259735
161,zoom_blur_2,acc,0.8538240194320679
162,zoom_blur_2,ece,0.06095217913389206
163,zoom_blur_2,nll,0.5406786203384399
164,zoom_blur_2,brier,0.21782812476158142
165,zoom_blur_3,loss,0.15304867923259735
166,zoom_blur_3,acc,0.8352179527282715
167,zoom_blur_3,ece,0.061345599591732025
168,zoom_blur_3,nll,0.6030418276786804
169,zoom_blur_3,brier,0.24395884573459625
170,zoom_blur_4,loss,0.15304867923259735
171,zoom_blur_4,acc,0.8181537985801697
172,zoom_blur_4,ece,0.05914366990327835
173,zoom_blur_4,nll,0.6682103872299194
174,zoom_blur_4,brier,0.26958924531936646
175,zoom_blur_5,loss,0.15304867923259735
176,zoom_blur_5,acc,0.7734375
177,zoom_blur_5,ece,0.04693704843521118
178,zoom_blur_5,nll,0.8194611668586731
179,zoom_blur_5,brier,0.33058613538742065
180,snow_1,loss,0.15304867923259735
181,snow_1,acc,0.82421875
182,snow_1,ece,0.052227601408958435
183,snow_1,nll,0.6760081648826599
184,snow_1,brier,0.2646925747394562
185,snow_2,loss,0.15304867923259735
186,snow_2,acc,0.7012746930122375
187,snow_2,ece,0.03191905468702316
188,snow_2,nll,1.0882110595703125
189,snow_2,brier,0.42563483119010925
190,snow_3,loss,0.15304867923259735
191,snow_3,acc,0.7329358458518982
192,snow_3,ece,0.03662296384572983
193,snow_3,nll,0.9642141461372375
194,snow_3,brier,0.38230305910110474
195,snow_4,loss,0.15304867923259735
196,snow_4,acc,0.7054893374443054
197,snow_4,ece,0.030220942571759224
198,snow_4,nll,1.0587403774261475
199,snow_4,brier,0.42128995060920715
200,snow_5,loss,0.15304867923259735
201,snow_5,acc,0.6527549624443054
202,snow_5,ece,0.03197549283504486
203,snow_5,nll,1.2441720962524414
204,snow_5,brier,0.48512282967567444
205,frost_1,loss,0.15304867923259735
206,frost_1,acc,0.8387129902839661
207,frost_1,ece,0.05588254705071449
208,frost_1,nll,0.6097851395606995
209,frost_1,brier,0.24334435164928436
210,frost_2,loss,0.15304867923259735
211,frost_2,acc,0.7787829041481018
212,frost_2,ece,0.03812451288104057
213,frost_2,nll,0.8048185706138611
214,frost_2,brier,0.3204135000705719
215,frost_3,loss,0.15304867923259735
216,frost_3,acc,0.6887335777282715
217,frost_3,ece,0.027046281844377518
218,frost_3,nll,1.1256660223007202
219,frost_3,brier,0.43818244338035583
220,frost_4,loss,0.15304867923259735
221,frost_4,acc,0.6682771444320679
222,frost_4,ece,0.03255306929349899
223,frost_4,nll,1.1914739608764648
224,frost_4,brier,0.4624670445919037
225,frost_5,loss,0.15304867923259735
226,frost_5,acc,0.5726768374443054
227,frost_5,ece,0.08532412350177765
228,frost_5,nll,1.5875478982925415
229,frost_5,brier,0.5935560464859009
230,fog_1,loss,0.15304867923259735
231,fog_1,acc,0.8805509805679321
232,fog_1,ece,0.0567803680896759
233,fog_1,nll,0.4653318226337433
234,fog_1,brier,0.18366166949272156
235,fog_2,loss,0.15304867923259735
236,fog_2,acc,0.8618420958518982
237,fog_2,ece,0.054612502455711365
238,fog_2,nll,0.5210022926330566
239,fog_2,brier,0.20915262401103973
240,fog_3,loss,0.15304867923259735
241,fog_3,acc,0.8414884805679321
242,fog_3,ece,0.056230686604976654
243,fog_3,nll,0.5975406765937805
244,fog_3,brier,0.23949399590492249
245,fog_4,loss,0.15304867923259735
246,fog_4,acc,0.8023231625556946
247,fog_4,ece,0.05100751668214798
248,fog_4,nll,0.7117425203323364
249,fog_4,brier,0.2888908386230469
250,fog_5,loss,0.15304867923259735
251,fog_5,acc,0.6623149514198303
252,fog_5,ece,0.022270414978265762
253,fog_5,nll,1.1469045877456665
254,fog_5,brier,0.4674336314201355
255,brightness_1,loss,0.15304867923259735
256,brightness_1,acc,0.8817845582962036
257,brightness_1,ece,0.05823367461562157
258,brightness_1,nll,0.4688928425312042
259,brightness_1,brier,0.1845312863588333
260,brightness_2,loss,0.15304867923259735
261,brightness_2,acc,0.876953125
262,brightness_2,ece,0.05789627879858017
263,brightness_2,nll,0.4852127134799957
264,brightness_2,brier,0.19095084071159363
265,brightness_3,loss,0.15304867923259735
266,brightness_3,acc,0.8683182597160339
267,brightness_3,ece,0.057833001017570496
268,brightness_3,nll,0.5156211853027344
269,brightness_3,brier,0.20341496169567108
270,brightness_4,loss,0.15304867923259735
271,brightness_4,acc,0.8524876832962036
272,brightness_4,ece,0.0534110963344574
273,brightness_4,nll,0.557608425617218
274,brightness_4,brier,0.22123560309410095
275,brightness_5,loss,0.15304867923259735
276,brightness_5,acc,0.8188733458518982
277,brightness_5,ece,0.0495712012052536
278,brightness_5,nll,0.6783506870269775
279,brightness_5,brier,0.2696463167667389
280,contrast_1,loss,0.15304867923259735
281,contrast_1,acc,0.8732524514198303
282,contrast_1,ece,0.05307731404900551
283,contrast_1,nll,0.49065038561820984
284,contrast_1,brier,0.19331423938274384
285,contrast_2,loss,0.15304867923259735
286,contrast_2,acc,0.8180509805679321
287,contrast_2,ece,0.04677928611636162
288,contrast_2,nll,0.6737224459648132
289,contrast_2,brier,0.26881688833236694
290,contrast_3,loss,0.15304867923259735
291,contrast_3,acc,0.7600740194320679
292,contrast_3,ece,0.04042812064290047
293,contrast_3,nll,0.8558636903762817
294,contrast_3,brier,0.34460315108299255
295,contrast_4,loss,0.15304867923259735
296,contrast_4,acc,0.6421669125556946
297,contrast_4,ece,0.023675329983234406
298,contrast_4,nll,1.2075368165969849
299,contrast_4,brier,0.49372488260269165
300,contrast_5,loss,0.15304867923259735
301,contrast_5,acc,0.283203125
302,contrast_5,ece,0.18221184611320496
303,contrast_5,nll,2.225590229034424
304,contrast_5,brier,0.8872002959251404
305,elastic_1,loss,0.15304867923259735
306,elastic_1,acc,0.8439555764198303
307,elastic_1,ece,0.05859208479523659
308,elastic_1,nll,0.5730875134468079
309,elastic_1,brier,0.23112928867340088
310,elastic_2,loss,0.15304867923259735
311,elastic_2,acc,0.8518708944320679
312,elastic_2,ece,0.057610005140304565
313,elastic_2,nll,0.5445239543914795
314,elastic_2,brier,0.21984444558620453
315,elastic_3,loss,0.15304867923259735
316,elastic_3,acc,0.8507401347160339
317,elastic_3,ece,0.06558289378881454
318,elastic_3,nll,0.5584340691566467
319,elastic_3,brier,0.2257462590932846
320,elastic_4,loss,0.15304867923259735
321,elastic_4,acc,0.8052014708518982
322,elastic_4,ece,0.06195729225873947
323,elastic_4,nll,0.7121263146400452
324,elastic_4,brier,0.28884145617485046
325,elastic_5,loss,0.15304867923259735
326,elastic_5,acc,0.7221422791481018
327,elastic_5,ece,0.03367277979850769
328,elastic_5,nll,0.9665215015411377
329,elastic_5,brier,0.39132142066955566
330,pixelate_1,loss,0.15304867923259735
331,pixelate_1,acc,0.8626644611358643
332,pixelate_1,ece,0.05973502993583679
333,pixelate_1,nll,0.5260443687438965
334,pixelate_1,brier,0.21005520224571228
335,pixelate_2,loss,0.15304867923259735
336,pixelate_2,acc,0.8220600485801697
337,pixelate_2,ece,0.04494776949286461
338,pixelate_2,nll,0.6473262906074524
339,pixelate_2,brier,0.2591245174407959
340,pixelate_3,loss,0.15304867923259735
341,pixelate_3,acc,0.8004728555679321
342,pixelate_3,ece,0.042305830866098404
343,pixelate_3,nll,0.7298173308372498
344,pixelate_3,brier,0.29053518176078796
345,pixelate_4,loss,0.15304867923259735
346,pixelate_4,acc,0.6783511638641357
347,pixelate_4,ece,0.02864645980298519
348,pixelate_4,nll,1.1326532363891602
349,pixelate_4,brier,0.44138631224632263
350,pixelate_5,loss,0.15304867923259735
351,pixelate_5,acc,0.5163445472717285
352,pixelate_5,ece,0.1287274956703186
353,pixelate_5,nll,1.7755845785140991
354,pixelate_5,brier,0.653838038444519
355,jpeg_compression_1,loss,0.15304867923259735
356,jpeg_compression_1,acc,0.81640625
357,jpeg_compression_1,ece,0.04610040411353111
358,jpeg_compression_1,nll,0.6762015223503113
359,jpeg_compression_1,brier,0.2690042555332184
360,jpeg_compression_2,loss,0.15304867923259735
361,jpeg_compression_2,acc,0.7885485291481018
362,jpeg_compression_2,ece,0.04761527478694916
363,jpeg_compression_2,nll,0.7773597240447998
364,jpeg_compression_2,brier,0.3107467293739319
365,jpeg_compression_3,loss,0.15304867923259735
366,jpeg_compression_3,acc,0.7790912985801697
367,jpeg_compression_3,ece,0.04760394245386124
368,jpeg_compression_3,nll,0.8036792874336243
369,jpeg_compression_3,brier,0.32310476899147034
370,jpeg_compression_4,loss,0.15304867923259735
371,jpeg_compression_4,acc,0.7639802694320679
372,jpeg_compression_4,ece,0.043680399656295776
373,jpeg_compression_4,nll,0.8547903299331665
374,jpeg_compression_4,brier,0.34322428703308105
375,jpeg_compression_5,loss,0.15304867923259735
376,jpeg_compression_5,acc,0.7464021444320679
377,jpeg_compression_5,ece,0.038568589836359024
378,jpeg_compression_5,nll,0.8942580223083496
379,jpeg_compression_5,brier,0.36240458488464355
380,spatter_1,loss,0.15304867923259735
381,spatter_1,acc,0.8569079041481018
382,spatter_1,ece,0.05709394812583923
383,spatter_1,nll,0.5520488619804382
384,spatter_1,brier,0.21842123568058014
385,spatter_2,loss,0.15304867923259735
386,spatter_2,acc,0.8049958944320679
387,spatter_2,ece,0.047688499093055725
388,spatter_2,nll,0.7350649237632751
389,spatter_2,brier,0.29043957591056824
390,spatter_3,loss,0.15304867923259735
391,spatter_3,acc,0.7468132972717285
392,spatter_3,ece,0.04108453541994095
393,spatter_3,nll,0.9101114869117737
394,spatter_3,brier,0.36468443274497986
395,spatter_4,loss,0.15304867923259735
396,spatter_4,acc,0.791015625
397,spatter_4,ece,0.04996958747506142
398,spatter_4,nll,0.8083529472351074
399,spatter_4,brier,0.31235095858573914
400,spatter_5,loss,0.15304867923259735
401,spatter_5,acc,0.7071340680122375
402,spatter_5,ece,0.044648148119449615
403,spatter_5,nll,1.1150959730148315
404,spatter_5,brier,0.4229973256587982
405,speckle_noise_1,loss,0.15304867923259735
406,speckle_noise_1,acc,0.7973889708518982
407,speckle_noise_1,ece,0.040512118488550186
408,speckle_noise_1,nll,0.7587848901748657
409,speckle_noise_1,brier,0.2981146574020386
410,speckle_noise_2,loss,0.15304867923259735
411,speckle_noise_2,acc,0.6824629902839661
412,speckle_noise_2,ece,0.03277719020843506
413,speckle_noise_2,nll,1.2051447629928589
414,speckle_noise_2,brier,0.4573400914669037
415,speckle_noise_3,loss,0.15304867923259735
416,speckle_noise_3,acc,0.6133840680122375
417,speckle_noise_3,ece,0.060183294117450714
418,speckle_noise_3,nll,1.4707638025283813
419,speckle_noise_3,brier,0.5457298755645752
420,speckle_noise_4,loss,0.15304867923259735
421,speckle_noise_4,acc,0.4861225187778473
422,speckle_noise_4,ece,0.15310683846473694
423,speckle_noise_4,nll,1.9718120098114014
424,speckle_noise_4,brier,0.713994562625885
425,speckle_noise_5,loss,0.15304867923259735
426,speckle_noise_5,acc,0.38784950971603394
427,speckle_noise_5,ece,0.23000875115394592
428,speckle_noise_5,nll,2.391064167022705
429,speckle_noise_5,brier,0.8472587466239929
430,saturate_1,loss,0.15304867923259735
431,saturate_1,acc,0.8488898277282715
432,saturate_1,ece,0.05929575860500336
433,saturate_1,nll,0.5670892596244812
434,saturate_1,brier,0.2281719446182251
435,saturate_2,loss,0.15304867923259735
436,saturate_2,acc,0.8278166055679321
437,saturate_2,ece,0.0575115792453289
438,saturate_2,nll,0.6393974423408508
439,saturate_2,brier,0.25763869285583496
440,saturate_3,loss,0.15304867923259735
441,saturate_3,acc,0.8689350485801697
442,saturate_3,ece,0.055866092443466187
443,saturate_3,nll,0.5163769125938416
444,saturate_3,brier,0.20231547951698303
445,saturate_4,loss,0.15304867923259735
446,saturate_4,acc,0.8168174624443054
447,saturate_4,ece,0.0437793992459774
448,saturate_4,nll,0.6860265731811523
449,saturate_4,brier,0.2689259648323059
450,saturate_5,loss,0.15304867923259735
451,saturate_5,acc,0.751953125
452,saturate_5,ece,0.027470331639051437
453,saturate_5,nll,0.9071796536445618
454,saturate_5,brier,0.3537614345550537
455,gaussian_blur_1,loss,0.15304867923259735
456,gaussian_blur_1,acc,0.8882606625556946
457,gaussian_blur_1,ece,0.06043470650911331
458,gaussian_blur_1,nll,0.45154786109924316
459,gaussian_blur_1,brier,0.17774181067943573
460,gaussian_blur_2,loss,0.15304867923259735
461,gaussian_blur_2,acc,0.8747944235801697
462,gaussian_blur_2,ece,0.056715428829193115
463,gaussian_blur_2,nll,0.47702160477638245
464,gaussian_blur_2,brier,0.19119210541248322
465,gaussian_blur_3,loss,0.15304867923259735
466,gaussian_blur_3,acc,0.8547492027282715
467,gaussian_blur_3,ece,0.05649238079786301
468,gaussian_blur_3,nll,0.5405244827270508
469,gaussian_blur_3,brier,0.21728335320949554
470,gaussian_blur_4,loss,0.15304867923259735
471,gaussian_blur_4,acc,0.8268914222717285
472,gaussian_blur_4,ece,0.056900978088378906
473,gaussian_blur_4,nll,0.6379788517951965
474,gaussian_blur_4,brier,0.2571515440940857
475,gaussian_blur_5,loss,0.15304867923259735
476,gaussian_blur_5,acc,0.7263569235801697
477,gaussian_blur_5,ece,0.035002466291189194
478,gaussian_blur_5,nll,0.9713642001152039
479,gaussian_blur_5,brier,0.390695720911026
